id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens,pos_tags,entities
4676,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Medium,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']","['security', 'measures', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","['security', 'measure', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","[('security', 'NN'), ('measure', 'NN'), ('company', 'NN'), ('take', 'VB'), ('protect', 'JJ'), ('customer', 'NN'), ('data', 'NNS'), ('prevent', 'NN'), ('unauthorized', 'JJ'), ('access', 'NN')]",[]
4677,"The search functionality is broken. When I search for invoice, no results are displayed.",Technical,Negative,Critical,14,the search functionality is broken when i search for invoice no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'invoice', 'no', 'results', 'are', 'displayed']","['search', 'functionality', 'broken', 'search', 'invoice', 'results', 'displayed']","['search', 'functionality', 'broken', 'search', 'invoice', 'result', 'displayed']","[('search', 'NN'), ('functionality', 'NN'), ('broken', 'VBN'), ('search', 'NN'), ('invoice', 'NN'), ('result', 'NN'), ('displayed', 'VBD')]",[]
4678,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Neutral,High,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']","['account', 'locked', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'immediately']","['account', 'locked', 'multiple', 'failed', 'login', 'attempt', 'please', 'unlock', 'immediately']","[('account', 'NN'), ('locked', 'VBD'), ('multiple', 'JJ'), ('failed', 'VBD'), ('login', 'JJ'), ('attempt', 'JJ'), ('please', 'NN'), ('unlock', 'NN'), ('immediately', 'RB')]",[]
4679,"The search functionality is broken. When I search for payment, no results are displayed.",Technical,Negative,High,14,the search functionality is broken when i search for payment no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'payment', 'no', 'results', 'are', 'displayed']","['search', 'functionality', 'broken', 'search', 'payment', 'results', 'displayed']","['search', 'functionality', 'broken', 'search', 'payment', 'result', 'displayed']","[('search', 'NN'), ('functionality', 'NN'), ('broken', 'VBN'), ('search', 'JJ'), ('payment', 'NN'), ('result', 'NN'), ('displayed', 'VBD')]",[]
4680,"The payment gateway shows my transaction of ₹1,499 as pending for the last 21 days. Please resolve.",Billing,Negative,High,17,the payment gateway shows my transaction of as pending for the last days please resolve,"['the', 'payment', 'gateway', 'shows', 'my', 'transaction', 'of', 'as', 'pending', 'for', 'the', 'last', 'days', 'please', 'resolve']","['payment', 'gateway', 'shows', 'transaction', 'pending', 'last', 'days', 'please', 'resolve']","['payment', 'gateway', 'show', 'transaction', 'pending', 'last', 'day', 'please', 'resolve']","[('payment', 'NN'), ('gateway', 'NN'), ('show', 'NN'), ('transaction', 'NN'), ('pending', 'VBG'), ('last', 'JJ'), ('day', 'NN'), ('please', 'VBD'), ('resolve', 'VB')]","[{'text': '1,499', 'label': 'MONEY'}, {'text': 'the last 21 days', 'label': 'DATE'}]"
4681,I need to update my mobile number linked to my account from +91-7654321098 to +91-8877665544.,Account,Negative,High,15,i need to update my mobile number linked to my account from to,"['i', 'need', 'to', 'update', 'my', 'mobile', 'number', 'linked', 'to', 'my', 'account', 'from', 'to']","['need', 'update', 'mobile', 'number', 'linked', 'account']","['need', 'update', 'mobile', 'number', 'linked', 'account']","[('need', 'NN'), ('update', 'VBP'), ('mobile', 'JJ'), ('number', 'NN'), ('linked', 'VBN'), ('account', 'NN')]","[{'text': '+91-7654321098', 'label': 'GPE'}]"
4682,I was overcharged by ₹999 on my last order. Please refund the excess amount to my card.,Refund,Negative,Medium,17,i was overcharged by on my last order please refund the excess amount to my card,"['i', 'was', 'overcharged', 'by', 'on', 'my', 'last', 'order', 'please', 'refund', 'the', 'excess', 'amount', 'to', 'my', 'card']","['overcharged', 'last', 'order', 'please', 'refund', 'excess', 'amount', 'card']","['overcharged', 'last', 'order', 'please', 'refund', 'excess', 'amount', 'card']","[('overcharged', 'VBN'), ('last', 'JJ'), ('order', 'NN'), ('please', 'NN'), ('refund', 'VB'), ('excess', 'JJ'), ('amount', 'NN'), ('card', 'NN')]","[{'text': '999', 'label': 'MONEY'}]"
4683,I appreciate the quick response from your team but the solution provided did not fully address my issue.,Feedback,Negative,Low,18,i appreciate the quick response from your team but the solution provided did not fully address my issue,"['i', 'appreciate', 'the', 'quick', 'response', 'from', 'your', 'team', 'but', 'the', 'solution', 'provided', 'did', 'not', 'fully', 'address', 'my', 'issue']","['appreciate', 'quick', 'response', 'team', 'solution', 'provided', 'fully', 'address', 'issue']","['appreciate', 'quick', 'response', 'team', 'solution', 'provided', 'fully', 'address', 'issue']","[('appreciate', 'NN'), ('quick', 'JJ'), ('response', 'NN'), ('team', 'NN'), ('solution', 'NN'), ('provided', 'VBD'), ('fully', 'RB'), ('address', 'JJ'), ('issue', 'NN')]",[]
4684,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Neutral,High,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']","[('someone', 'NN'), ('seems', 'VBZ'), ('accessed', 'JJ'), ('account', 'NN'), ('without', 'IN'), ('permission', 'NN'), ('please', 'NN'), ('secure', 'NN'), ('account', 'NN'), ('immediately', 'RB')]",[]
4685,I am very happy with the recent improvements to the mobile app. The new features are excellent.,Feedback,Negative,Low,17,i am very happy with the recent improvements to the mobile app the new features are excellent,"['i', 'am', 'very', 'happy', 'with', 'the', 'recent', 'improvements', 'to', 'the', 'mobile', 'app', 'the', 'new', 'features', 'are', 'excellent']","['happy', 'recent', 'improvements', 'mobile', 'app', 'new', 'features', 'excellent']","['happy', 'recent', 'improvement', 'mobile', 'app', 'new', 'feature', 'excellent']","[('happy', 'JJ'), ('recent', 'JJ'), ('improvement', 'NN'), ('mobile', 'NN'), ('app', 'VBP'), ('new', 'JJ'), ('feature', 'NN'), ('excellent', 'NN')]",[]
4686,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Positive,Low,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']","['pricing', 'plans', 'flexible', 'enough', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'starter', 'plan']","['pricing', 'plan', 'flexible', 'enough', 'small', 'business', 'like', 'mine', 'please', 'consider', 'starter', 'plan']","[('pricing', 'NN'), ('plan', 'NN'), ('flexible', 'JJ'), ('enough', 'RB'), ('small', 'JJ'), ('business', 'NN'), ('like', 'IN'), ('mine', 'NN'), ('please', 'NN'), ('consider', 'VB'), ('starter', 'NN'), ('plan', 'NN')]",[]
4687,I paid $499 via UPI but the payment failed and money was deducted from my bank account.,Billing,Neutral,High,17,i paid via upi but the payment failed and money was deducted from my bank account,"['i', 'paid', 'via', 'upi', 'but', 'the', 'payment', 'failed', 'and', 'money', 'was', 'deducted', 'from', 'my', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","['paid', 'via', 'upi', 'payment', 'failed', 'money', 'deducted', 'bank', 'account']","[('paid', 'VBN'), ('via', 'IN'), ('upi', 'JJ'), ('payment', 'NN'), ('failed', 'VBD'), ('money', 'NN'), ('deducted', 'VBN'), ('bank', 'NN'), ('account', 'NN')]","[{'text': '499', 'label': 'MONEY'}, {'text': 'UPI', 'label': 'ORG'}]"
4688,The onboarding process is too complicated for new users. A guided tutorial would be very helpful.,Feedback,Neutral,Medium,16,the onboarding process is too complicated for new users a guided tutorial would be very helpful,"['the', 'onboarding', 'process', 'is', 'too', 'complicated', 'for', 'new', 'users', 'a', 'guided', 'tutorial', 'would', 'be', 'very', 'helpful']","['onboarding', 'process', 'complicated', 'new', 'users', 'guided', 'tutorial', 'would', 'helpful']","['onboarding', 'process', 'complicated', 'new', 'user', 'guided', 'tutorial', 'would', 'helpful']","[('onboarding', 'VBG'), ('process', 'NN'), ('complicated', 'VBD'), ('new', 'JJ'), ('user', 'NN'), ('guided', 'VBN'), ('tutorial', 'NN'), ('would', 'MD'), ('helpful', 'VB')]",[]
4689,"My account shows outstanding balance of ₹2,000 but I have already paid. Please verify and update.",Billing,Neutral,High,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']","['account', 'shows', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","['account', 'show', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","[('account', 'NN'), ('show', 'NN'), ('outstanding', 'JJ'), ('balance', 'NN'), ('already', 'RB'), ('paid', 'VBD'), ('please', 'NN'), ('verify', 'VB'), ('update', 'JJ')]","[{'text': '2,000', 'label': 'MONEY'}]"
4690,Please add multi-language support to your platform. Many of my team members prefer their native language.,Feedback,Neutral,Low,16,please add multi language support to your platform many of my team members prefer their native language,"['please', 'add', 'multi', 'language', 'support', 'to', 'your', 'platform', 'many', 'of', 'my', 'team', 'members', 'prefer', 'their', 'native', 'language']","['please', 'add', 'multi', 'language', 'support', 'platform', 'many', 'team', 'members', 'prefer', 'native', 'language']","['please', 'add', 'multi', 'language', 'support', 'platform', 'many', 'team', 'member', 'prefer', 'native', 'language']","[('please', 'VB'), ('add', 'VB'), ('multi', 'JJ'), ('language', 'NN'), ('support', 'NN'), ('platform', 'VBD'), ('many', 'JJ'), ('team', 'NN'), ('member', 'NN'), ('prefer', 'VBP'), ('native', 'JJ'), ('language', 'NN')]",[]
4691,The PDF reports are generating with incorrect data formatting. Numbers appear as text in the downloaded file.,Technical,Negative,High,17,the pdf reports are generating with incorrect data formatting numbers appear as text in the downloaded file,"['the', 'pdf', 'reports', 'are', 'generating', 'with', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'as', 'text', 'in', 'the', 'downloaded', 'file']","['pdf', 'reports', 'generating', 'incorrect', 'data', 'formatting', 'numbers', 'appear', 'text', 'downloaded', 'file']","['pdf', 'report', 'generating', 'incorrect', 'data', 'formatting', 'number', 'appear', 'text', 'downloaded', 'file']","[('pdf', 'JJ'), ('report', 'NN'), ('generating', 'VBG'), ('incorrect', 'JJ'), ('data', 'NNS'), ('formatting', 'VBG'), ('number', 'NN'), ('appear', 'VBP'), ('text', 'NN'), ('downloaded', 'VBN'), ('file', 'NN')]","[{'text': 'PDF', 'label': 'ORG'}]"
4692,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Negative,Critical,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']","['accidentally', 'deleted', 'important', 'files', 'account', 'way', 'recover']","['accidentally', 'deleted', 'important', 'file', 'account', 'way', 'recover']","[('accidentally', 'RB'), ('deleted', 'VBN'), ('important', 'JJ'), ('file', 'NN'), ('account', 'NN'), ('way', 'NN'), ('recover', 'NN')]",[]
4693,I am unable to reset my password. The reset link sent to user123@yahoo.com is not working.,Account,Negative,Critical,16,i am unable to reset my password the reset link sent to is not working,"['i', 'am', 'unable', 'to', 'reset', 'my', 'password', 'the', 'reset', 'link', 'sent', 'to', 'is', 'not', 'working']","['unable', 'reset', 'password', 'reset', 'link', 'sent', 'working']","['unable', 'reset', 'password', 'reset', 'link', 'sent', 'working']","[('unable', 'JJ'), ('reset', 'NN'), ('password', 'NN'), ('reset', 'NN'), ('link', 'VBP'), ('sent', 'VBN'), ('working', 'VBG')]",[]
4694,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Neutral,Medium,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']","['security', 'measures', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","['security', 'measure', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","[('security', 'NN'), ('measure', 'NN'), ('company', 'NN'), ('take', 'VB'), ('protect', 'JJ'), ('customer', 'NN'), ('data', 'NNS'), ('prevent', 'NN'), ('unauthorized', 'JJ'), ('access', 'NN')]",[]
4695,I would love to have a bulk action feature that allows me to update multiple records at once.,Feedback,Negative,Medium,18,i would love to have a bulk action feature that allows me to update multiple records at once,"['i', 'would', 'love', 'to', 'have', 'a', 'bulk', 'action', 'feature', 'that', 'allows', 'me', 'to', 'update', 'multiple', 'records', 'at', 'once']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'records']","['would', 'love', 'bulk', 'action', 'feature', 'allows', 'update', 'multiple', 'record']","[('would', 'MD'), ('love', 'VB'), ('bulk', 'JJ'), ('action', 'NN'), ('feature', 'NN'), ('allows', 'VBZ'), ('update', 'JJ'), ('multiple', 'NN'), ('record', 'NN')]",[]
4696,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Negative,Critical,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']","[('someone', 'NN'), ('seems', 'VBZ'), ('accessed', 'JJ'), ('account', 'NN'), ('without', 'IN'), ('permission', 'NN'), ('please', 'NN'), ('secure', 'NN'), ('account', 'NN'), ('immediately', 'RB')]",[]
