id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens
4438,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Positive,Low,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']","['security', 'measures', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']","['security', 'measure', 'company', 'take', 'protect', 'customer', 'data', 'prevent', 'unauthorized', 'access']"
4439,The customer portal is very well designed and easy to navigate. My overall experience has been excellent.,Feedback,Negative,Low,17,the customer portal is very well designed and easy to navigate my overall experience has been excellent,"['the', 'customer', 'portal', 'is', 'very', 'well', 'designed', 'and', 'easy', 'to', 'navigate', 'my', 'overall', 'experience', 'has', 'been', 'excellent']","['customer', 'portal', 'well', 'designed', 'easy', 'navigate', 'overall', 'experience', 'excellent']","['customer', 'portal', 'well', 'designed', 'easy', 'navigate', 'overall', 'experience', 'excellent']"
4440,The calendar sync with Google Calendar is not reflecting the correct time zone.,Technical,Negative,Critical,13,the calendar sync with google calendar is not reflecting the correct time zone,"['the', 'calendar', 'sync', 'with', 'google', 'calendar', 'is', 'not', 'reflecting', 'the', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']","['calendar', 'sync', 'google', 'calendar', 'reflecting', 'correct', 'time', 'zone']"
4441,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Neutral,Low,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limits', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limit', 'free', 'tier']"
4442,Push notifications stopped working on my iPhone after updating to iOS 16.2.,Technical,Negative,Critical,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']","['push', 'notifications', 'stopped', 'working', 'iphone', 'updating', 'ios']","['push', 'notification', 'stopped', 'working', 'iphone', 'updating', 'io']"
4443,Can you please tell me about the pricing plans available for enterprise customers with more than 100 users?,General Inquiry,Neutral,Low,18,can you please tell me about the pricing plans available for enterprise customers with more than users,"['can', 'you', 'please', 'tell', 'me', 'about', 'the', 'pricing', 'plans', 'available', 'for', 'enterprise', 'customers', 'with', 'more', 'than', 'users']","['please', 'tell', 'pricing', 'plans', 'available', 'enterprise', 'customers', 'users']","['please', 'tell', 'pricing', 'plan', 'available', 'enterprise', 'customer', 'user']"
4444,"I need a GST invoice for my payment of ₹7,200 made on April 18, 2026 for my business records.",Billing,Negative,Medium,19,i need a gst invoice for my payment of made on april for my business records,"['i', 'need', 'a', 'gst', 'invoice', 'for', 'my', 'payment', 'of', 'made', 'on', 'april', 'for', 'my', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'april', 'business', 'records']","['need', 'gst', 'invoice', 'payment', 'made', 'april', 'business', 'record']"
4445,"Please update my billing address on my account. My new address is 123 MG Road, Bangalore, KA 560001.",Billing,Negative,High,18,please update my billing address on my account my new address is mg road bangalore ka,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']"
4446,"I am getting error code ERR_AUTH_FAIL when trying to log in to the system. This has been happening since May 7, 2026.",Technical,Negative,High,22,i am getting error code err auth fail when trying to log in to the system this has been happening since may,"['i', 'am', 'getting', 'error', 'code', 'err', 'auth', 'fail', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'may']","['getting', 'error', 'code', 'err', 'auth', 'fail', 'trying', 'log', 'system', 'happening', 'since', 'may']","['getting', 'error', 'code', 'err', 'auth', 'fail', 'trying', 'log', 'system', 'happening', 'since', 'may']"
4447,What is the process for upgrading my current plan from basic to premium? Will I lose any data?,General Inquiry,Neutral,Medium,18,what is the process for upgrading my current plan from basic to premium will i lose any data,"['what', 'is', 'the', 'process', 'for', 'upgrading', 'my', 'current', 'plan', 'from', 'basic', 'to', 'premium', 'will', 'i', 'lose', 'any', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']","['process', 'upgrading', 'current', 'plan', 'basic', 'premium', 'lose', 'data']"
4448,I am unable to export my data in CSV format. The export button does not respond when clicked.,Technical,Negative,Critical,18,i am unable to export my data in csv format the export button does not respond when clicked,"['i', 'am', 'unable', 'to', 'export', 'my', 'data', 'in', 'csv', 'format', 'the', 'export', 'button', 'does', 'not', 'respond', 'when', 'clicked']","['unable', 'export', 'data', 'csv', 'format', 'export', 'button', 'respond', 'clicked']","['unable', 'export', 'data', 'csv', 'format', 'export', 'button', 'respond', 'clicked']"
4449,What are the system requirements to run your application on Windows 11 and macOS Monterey?,General Inquiry,Positive,Medium,15,what are the system requirements to run your application on windows and macos monterey,"['what', 'are', 'the', 'system', 'requirements', 'to', 'run', 'your', 'application', 'on', 'windows', 'and', 'macos', 'monterey']","['system', 'requirements', 'run', 'application', 'windows', 'macos', 'monterey']","['system', 'requirement', 'run', 'application', 'window', 'macos', 'monterey']"
4450,My profile picture is not updating despite uploading multiple times. The old photo keeps showing.,Account,Neutral,High,15,my profile picture is not updating despite uploading multiple times the old photo keeps showing,"['my', 'profile', 'picture', 'is', 'not', 'updating', 'despite', 'uploading', 'multiple', 'times', 'the', 'old', 'photo', 'keeps', 'showing']","['profile', 'picture', 'updating', 'despite', 'uploading', 'multiple', 'times', 'old', 'photo', 'keeps', 'showing']","['profile', 'picture', 'updating', 'despite', 'uploading', 'multiple', 'time', 'old', 'photo', 'keep', 'showing']"
4451,Please initiate a refund for duplicate payment of ₹999 that was made due to a technical glitch.,Refund,Neutral,High,17,please initiate a refund for duplicate payment of that was made due to a technical glitch,"['please', 'initiate', 'a', 'refund', 'for', 'duplicate', 'payment', 'of', 'that', 'was', 'made', 'due', 'to', 'a', 'technical', 'glitch']","['please', 'initiate', 'refund', 'duplicate', 'payment', 'made', 'due', 'technical', 'glitch']","['please', 'initiate', 'refund', 'duplicate', 'payment', 'made', 'due', 'technical', 'glitch']"
4452,Can I add additional users to my account? What are the costs per additional user seat?,General Inquiry,Neutral,Medium,16,can i add additional users to my account what are the costs per additional user seat,"['can', 'i', 'add', 'additional', 'users', 'to', 'my', 'account', 'what', 'are', 'the', 'costs', 'per', 'additional', 'user', 'seat']","['add', 'additional', 'users', 'account', 'costs', 'per', 'additional', 'user', 'seat']","['add', 'additional', 'user', 'account', 'cost', 'per', 'additional', 'user', 'seat']"
4453,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Negative,High,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']","['someone', 'seems', 'accessed', 'account', 'without', 'permission', 'please', 'secure', 'account', 'immediately']"
4454,I need to change my payment method from credit card to bank transfer for future invoices.,Billing,Neutral,Medium,16,i need to change my payment method from credit card to bank transfer for future invoices,"['i', 'need', 'to', 'change', 'my', 'payment', 'method', 'from', 'credit', 'card', 'to', 'bank', 'transfer', 'for', 'future', 'invoices']","['need', 'change', 'payment', 'method', 'credit', 'card', 'bank', 'transfer', 'future', 'invoices']","['need', 'change', 'payment', 'method', 'credit', 'card', 'bank', 'transfer', 'future', 'invoice']"
4455,Can you explain the difference between your monthly and annual subscription plans?,General Inquiry,Neutral,Medium,12,can you explain the difference between your monthly and annual subscription plans,"['can', 'you', 'explain', 'the', 'difference', 'between', 'your', 'monthly', 'and', 'annual', 'subscription', 'plans']","['explain', 'difference', 'monthly', 'annual', 'subscription', 'plans']","['explain', 'difference', 'monthly', 'annual', 'subscription', 'plan']"
4456,"Please update my billing address on my account. My new address is 123 MG Road, Bangalore, KA 560001.",Billing,Negative,High,18,please update my billing address on my account my new address is mg road bangalore ka,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']","['please', 'update', 'billing', 'address', 'account', 'new', 'address', 'mg', 'road', 'bangalore', 'ka']"
4457,"The search functionality is broken. When I search for payment, no results are displayed.",Technical,Neutral,High,14,the search functionality is broken when i search for payment no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'payment', 'no', 'results', 'are', 'displayed']","['search', 'functionality', 'broken', 'search', 'payment', 'results', 'displayed']","['search', 'functionality', 'broken', 'search', 'payment', 'result', 'displayed']"
4458,The new report generation feature is fantastic but it would be better if we could schedule automated reports.,Feedback,Positive,Medium,18,the new report generation feature is fantastic but it would be better if we could schedule automated reports,"['the', 'new', 'report', 'generation', 'feature', 'is', 'fantastic', 'but', 'it', 'would', 'be', 'better', 'if', 'we', 'could', 'schedule', 'automated', 'reports']","['new', 'report', 'generation', 'feature', 'fantastic', 'would', 'better', 'could', 'schedule', 'automated', 'reports']","['new', 'report', 'generation', 'feature', 'fantastic', 'would', 'better', 'could', 'schedule', 'automated', 'report']"
