id,email_text,category,sentiment,priority,email_length,clean_text,tokens
4723,Someone seems to have accessed my account without my permission. Please secure my account immediately.,Account,Neutral,High,15,someone seems to have accessed my account without my permission please secure my account immediately,"['someone', 'seems', 'to', 'have', 'accessed', 'my', 'account', 'without', 'my', 'permission', 'please', 'secure', 'my', 'account', 'immediately']"
4724,"My account shows outstanding balance of ₹10,000 but I have already paid. Please verify and update.",Billing,Neutral,High,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']"
4725,Can you provide information about the integration capabilities with QuickBooks and the associated costs?,General Inquiry,Neutral,Low,14,can you provide information about the integration capabilities with quickbooks and the associated costs,"['can', 'you', 'provide', 'information', 'about', 'the', 'integration', 'capabilities', 'with', 'quickbooks', 'and', 'the', 'associated', 'costs']"
4726,The event was cancelled without any notice and I need a full refund for my ticket worth ₹999.,Refund,Neutral,High,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']"
4727,I was charged a late fee of $149 even though my payment was submitted on time. Please waive this fee.,Billing,Negative,High,20,i was charged a late fee of even though my payment was submitted on time please waive this fee,"['i', 'was', 'charged', 'a', 'late', 'fee', 'of', 'even', 'though', 'my', 'payment', 'was', 'submitted', 'on', 'time', 'please', 'waive', 'this', 'fee']"
4728,I need to change my payment method from credit card to bank transfer for future invoices.,Billing,Negative,Medium,16,i need to change my payment method from credit card to bank transfer for future invoices,"['i', 'need', 'to', 'change', 'my', 'payment', 'method', 'from', 'credit', 'card', 'to', 'bank', 'transfer', 'for', 'future', 'invoices']"
4729,I want to share positive feedback about your customer support agent Emily who was extremely helpful.,Feedback,Positive,Low,16,i want to share positive feedback about your customer support agent emily who was extremely helpful,"['i', 'want', 'to', 'share', 'positive', 'feedback', 'about', 'your', 'customer', 'support', 'agent', 'emily', 'who', 'was', 'extremely', 'helpful']"
4730,"I am extremely disappointed with the quality of service I received from your support team on December 15, 2025.",Complaint,Negative,High,19,i am extremely disappointed with the quality of service i received from your support team on december,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'december']"
4731,Your pricing plans are not flexible enough for small businesses like mine. Please consider a starter plan.,Feedback,Positive,Medium,17,your pricing plans are not flexible enough for small businesses like mine please consider a starter plan,"['your', 'pricing', 'plans', 'are', 'not', 'flexible', 'enough', 'for', 'small', 'businesses', 'like', 'mine', 'please', 'consider', 'a', 'starter', 'plan']"
4732,"The customer support representative was very rude and unhelpful during my call on March 3, 2026. I need this escalated.",Complaint,Neutral,High,20,the customer support representative was very rude and unhelpful during my call on march i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'march', 'i', 'need', 'this', 'escalated']"
4733,"I have not received my refund of ₹7,200 that was approved on January 5, 2026. Please provide an update.",Billing,Neutral,High,19,i have not received my refund of that was approved on january please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'january', 'please', 'provide', 'an', 'update']"
4734,Can you confirm if your service is available in Canada and if pricing is in local currency?,General Inquiry,Neutral,Low,17,can you confirm if your service is available in canada and if pricing is in local currency,"['can', 'you', 'confirm', 'if', 'your', 'service', 'is', 'available', 'in', 'canada', 'and', 'if', 'pricing', 'is', 'in', 'local', 'currency']"
4735,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Neutral,Low,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']"
4736,I need to change my payment method from credit card to bank transfer for future invoices.,Billing,Neutral,Medium,16,i need to change my payment method from credit card to bank transfer for future invoices,"['i', 'need', 'to', 'change', 'my', 'payment', 'method', 'from', 'credit', 'card', 'to', 'bank', 'transfer', 'for', 'future', 'invoices']"
4737,"My complaint submitted on March 3, 2026 with ticket #TKT-8723 has been closed without being resolved. Please reopen.",Complaint,Negative,High,18,my complaint submitted on march with ticket tkt has been closed without being resolved please reopen,"['my', 'complaint', 'submitted', 'on', 'march', 'with', 'ticket', 'tkt', 'has', 'been', 'closed', 'without', 'being', 'resolved', 'please', 'reopen']"
4738,"I have not received my refund of $19.99 that was approved on March 3, 2026. Please provide an update.",Billing,Negative,High,19,i have not received my refund of that was approved on march please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'march', 'please', 'provide', 'an', 'update']"
4739,"I have not received my refund of $299 that was approved on February 12, 2026. Please provide an update.",Billing,Neutral,High,19,i have not received my refund of that was approved on february please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'february', 'please', 'provide', 'an', 'update']"
4740,Your website is showing a 404 error on the checkout page. I am unable to complete my purchase.,Technical,Neutral,High,18,your website is showing a error on the checkout page i am unable to complete my purchase,"['your', 'website', 'is', 'showing', 'a', 'error', 'on', 'the', 'checkout', 'page', 'i', 'am', 'unable', 'to', 'complete', 'my', 'purchase']"
4741,I have raised this issue 4 times through different channels and still have not received a solution.,Complaint,Negative,High,17,i have raised this issue times through different channels and still have not received a solution,"['i', 'have', 'raised', 'this', 'issue', 'times', 'through', 'different', 'channels', 'and', 'still', 'have', 'not', 'received', 'a', 'solution']"
4742,I need to update my registered email address from user123@yahoo.com to newaddress@outlook.com. Please make this change.,Account,Neutral,Critical,16,i need to update my registered email address from to please make this change,"['i', 'need', 'to', 'update', 'my', 'registered', 'email', 'address', 'from', 'to', 'please', 'make', 'this', 'change']"
4743,"I was promised a callback within 24 hours on April 18, 2026 but no one called. This is unacceptable.",Complaint,Negative,Critical,19,i was promised a callback within hours on april but no one called this is unacceptable,"['i', 'was', 'promised', 'a', 'callback', 'within', 'hours', 'on', 'april', 'but', 'no', 'one', 'called', 'this', 'is', 'unacceptable']"
4744,"The search functionality is broken. When I search for invoice, no results are displayed.",Technical,Negative,High,14,the search functionality is broken when i search for invoice no results are displayed,"['the', 'search', 'functionality', 'is', 'broken', 'when', 'i', 'search', 'for', 'invoice', 'no', 'results', 'are', 'displayed']"
4745,I am unable to export my data in CSV format. The export button does not respond when clicked.,Technical,Negative,High,18,i am unable to export my data in csv format the export button does not respond when clicked,"['i', 'am', 'unable', 'to', 'export', 'my', 'data', 'in', 'csv', 'format', 'the', 'export', 'button', 'does', 'not', 'respond', 'when', 'clicked']"
4746,"I am getting error code ERR_404 when trying to log in to the system. This has been happening since April 18, 2026.",Technical,Negative,High,22,i am getting error code err when trying to log in to the system this has been happening since april,"['i', 'am', 'getting', 'error', 'code', 'err', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'april']"
4747,My account shows outstanding balance of ₹499 but I have already paid. Please verify and update.,Billing,Negative,High,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']"
4748,I cancelled my subscription within the trial period but have not received my refund of $499.,Refund,Negative,Medium,16,i cancelled my subscription within the trial period but have not received my refund of,"['i', 'cancelled', 'my', 'subscription', 'within', 'the', 'trial', 'period', 'but', 'have', 'not', 'received', 'my', 'refund', 'of']"
4749,I am filing a formal complaint about the misleading information provided on your website regarding pricing.,Complaint,Negative,High,16,i am filing a formal complaint about the misleading information provided on your website regarding pricing,"['i', 'am', 'filing', 'a', 'formal', 'complaint', 'about', 'the', 'misleading', 'information', 'provided', 'on', 'your', 'website', 'regarding', 'pricing']"
