contract_text,supplier,product,quantity,price,delivery_date,payment_terms
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 9542 Tons

    Price: ₹39139/Ton

    Delivery Date: 4 July 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 9542 Tons of Plastic Granules
    at ₹39139 per Ton.

    Delivery shall be completed by 4 July 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Plastic Granules,9542 Tons,39139,4 July 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 829 Tons

    Price: ₹37269/Ton

    Delivery Date: 22 October 2026

    Payment Terms: 50% Advance

    ABC Chemicals agrees to supply 829 Tons of Industrial Solvent
    at ₹37269 per Ton.

    Delivery shall be completed by 22 October 2026.

    Payment Terms: 50% Advance.
    ",ABC Chemicals,Industrial Solvent,829 Tons,37269,22 October 2026,50% Advance
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 6499 Tons

    Price: ₹18299/Ton

    Delivery Date: 19 May 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 6499 Tons of Industrial Solvent
    at ₹18299 per Ton.

    Delivery shall be completed by 19 May 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Industrial Solvent,6499 Tons,18299,19 May 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 4002 Tons

    Price: ₹31323/Ton

    Delivery Date: 18 June 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 4002 Tons of Plastic Granules
    at ₹31323 per Ton.

    Delivery shall be completed by 18 June 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Plastic Granules,4002 Tons,31323,18 June 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 7728 Tons

    Price: ₹38899/Ton

    Delivery Date: 7 May 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 7728 Tons of Iron Rods
    at ₹38899 per Ton.

    Delivery shall be completed by 7 May 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Iron Rods,7728 Tons,38899,7 May 2026,Advance Payment
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 8509 Tons

    Price: ₹3318/Ton

    Delivery Date: 4 May 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 8509 Tons of Copper Wire
    at ₹3318 per Ton.

    Delivery shall be completed by 4 May 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Copper Wire,8509 Tons,3318,4 May 2026,50% Advance
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 1730 Tons

    Price: ₹27946/Ton

    Delivery Date: 27 January 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 1730 Tons of Copper Wire
    at ₹27946 per Ton.

    Delivery shall be completed by 27 January 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Copper Wire,1730 Tons,27946,27 January 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Plastic Granules

    Quantity: 2064 Tons

    Price: ₹29948/Ton

    Delivery Date: 2 April 2026

    Payment Terms: Payment After Delivery

    ABC Chemicals agrees to supply 2064 Tons of Plastic Granules
    at ₹29948 per Ton.

    Delivery shall be completed by 2 April 2026.

    Payment Terms: Payment After Delivery.
    ",ABC Chemicals,Plastic Granules,2064 Tons,29948,2 April 2026,Payment After Delivery
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 6376 Tons

    Price: ₹48081/Ton

    Delivery Date: 25 January 2026

    Payment Terms: 50% Advance

    ABC Chemicals agrees to supply 6376 Tons of Industrial Solvent
    at ₹48081 per Ton.

    Delivery shall be completed by 25 January 2026.

    Payment Terms: 50% Advance.
    ",ABC Chemicals,Industrial Solvent,6376 Tons,48081,25 January 2026,50% Advance
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 3751 Tons

    Price: ₹4510/Ton

    Delivery Date: 20 March 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 3751 Tons of Copper Wire
    at ₹4510 per Ton.

    Delivery shall be completed by 20 March 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Copper Wire,3751 Tons,4510,20 March 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 7551 Tons

    Price: ₹48747/Ton

    Delivery Date: 15 June 2026

    Payment Terms: Net 45 Days

    Global Minerals agrees to supply 7551 Tons of Iron Rods
    at ₹48747 per Ton.

    Delivery shall be completed by 15 June 2026.

    Payment Terms: Net 45 Days.
    ",Global Minerals,Iron Rods,7551 Tons,48747,15 June 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 5834 Tons

    Price: ₹30832/Ton

    Delivery Date: 28 October 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 5834 Tons of Iron Rods
    at ₹30832 per Ton.

    Delivery shall be completed by 28 October 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Iron Rods,5834 Tons,30832,28 October 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 2695 Tons

    Price: ₹19977/Ton

    Delivery Date: 25 December 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 2695 Tons of Copper Wire
    at ₹19977 per Ton.

    Delivery shall be completed by 25 December 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Copper Wire,2695 Tons,19977,25 December 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 9652 Tons

    Price: ₹2296/Ton

    Delivery Date: 14 February 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 9652 Tons of Industrial Solvent
    at ₹2296 per Ton.

    Delivery shall be completed by 14 February 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Industrial Solvent,9652 Tons,2296,14 February 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 7616 Tons

    Price: ₹10135/Ton

    Delivery Date: 13 July 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 7616 Tons of Industrial Solvent
    at ₹10135 per Ton.

    Delivery shall be completed by 13 July 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Industrial Solvent,7616 Tons,10135,13 July 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Iron Rods

    Quantity: 7093 Tons

    Price: ₹11923/Ton

    Delivery Date: 19 May 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 7093 Tons of Iron Rods
    at ₹11923 per Ton.

    Delivery shall be completed by 19 May 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Iron Rods,7093 Tons,11923,19 May 2026,Payment After Delivery
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 7366 Tons

    Price: ₹7486/Ton

    Delivery Date: 26 March 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 7366 Tons of Plastic Granules
    at ₹7486 per Ton.

    Delivery shall be completed by 26 March 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Plastic Granules,7366 Tons,7486,26 March 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 4943 Tons

    Price: ₹16382/Ton

    Delivery Date: 4 June 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 4943 Tons of Iron Rods
    at ₹16382 per Ton.

    Delivery shall be completed by 4 June 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Iron Rods,4943 Tons,16382,4 June 2026,Advance Payment
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 8580 Tons

    Price: ₹10118/Ton

    Delivery Date: 1 November 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 8580 Tons of Plastic Granules
    at ₹10118 per Ton.

    Delivery shall be completed by 1 November 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Plastic Granules,8580 Tons,10118,1 November 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 1730 Tons

    Price: ₹46922/Ton

    Delivery Date: 25 July 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 1730 Tons of Fertilizer
    at ₹46922 per Ton.

    Delivery shall be completed by 25 July 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Fertilizer,1730 Tons,46922,25 July 2026,50% Advance
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 7637 Tons

    Price: ₹31810/Ton

    Delivery Date: 12 December 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 7637 Tons of Industrial Solvent
    at ₹31810 per Ton.

    Delivery shall be completed by 12 December 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Industrial Solvent,7637 Tons,31810,12 December 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 9058 Tons

    Price: ₹33146/Ton

    Delivery Date: 17 April 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 9058 Tons of Plastic Granules
    at ₹33146 per Ton.

    Delivery shall be completed by 17 April 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Plastic Granules,9058 Tons,33146,17 April 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 8700 Tons

    Price: ₹31850/Ton

    Delivery Date: 7 May 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 8700 Tons of Industrial Solvent
    at ₹31850 per Ton.

    Delivery shall be completed by 7 May 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Industrial Solvent,8700 Tons,31850,7 May 2026,Advance Payment
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 6890 Tons

    Price: ₹28789/Ton

    Delivery Date: 14 March 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 6890 Tons of Plastic Granules
    at ₹28789 per Ton.

    Delivery shall be completed by 14 March 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Plastic Granules,6890 Tons,28789,14 March 2026,50% Advance
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 6095 Tons

    Price: ₹31910/Ton

    Delivery Date: 15 May 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 6095 Tons of Plastic Granules
    at ₹31910 per Ton.

    Delivery shall be completed by 15 May 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Plastic Granules,6095 Tons,31910,15 May 2026,50% Advance
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 7301 Tons

    Price: ₹25540/Ton

    Delivery Date: 16 July 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 7301 Tons of Iron Rods
    at ₹25540 per Ton.

    Delivery shall be completed by 16 July 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Iron Rods,7301 Tons,25540,16 July 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 5253 Tons

    Price: ₹40120/Ton

    Delivery Date: 16 January 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 5253 Tons of Copper Wire
    at ₹40120 per Ton.

    Delivery shall be completed by 16 January 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Copper Wire,5253 Tons,40120,16 January 2026,50% Advance
"
    Supplier: Bharat Steel Ltd

    Product: Plastic Granules

    Quantity: 9282 Tons

    Price: ₹26499/Ton

    Delivery Date: 25 August 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 9282 Tons of Plastic Granules
    at ₹26499 per Ton.

    Delivery shall be completed by 25 August 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Plastic Granules,9282 Tons,26499,25 August 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 5158 Tons

    Price: ₹47558/Ton

    Delivery Date: 18 February 2026

    Payment Terms: 50% Advance

    National Plastics agrees to supply 5158 Tons of Plastic Granules
    at ₹47558 per Ton.

    Delivery shall be completed by 18 February 2026.

    Payment Terms: 50% Advance.
    ",National Plastics,Plastic Granules,5158 Tons,47558,18 February 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 1354 Tons

    Price: ₹16815/Ton

    Delivery Date: 19 April 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 1354 Tons of Fertilizer
    at ₹16815 per Ton.

    Delivery shall be completed by 19 April 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Fertilizer,1354 Tons,16815,19 April 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Industrial Solvent

    Quantity: 8613 Tons

    Price: ₹24860/Ton

    Delivery Date: 11 May 2026

    Payment Terms: Payment After Delivery

    ABC Chemicals agrees to supply 8613 Tons of Industrial Solvent
    at ₹24860 per Ton.

    Delivery shall be completed by 11 May 2026.

    Payment Terms: Payment After Delivery.
    ",ABC Chemicals,Industrial Solvent,8613 Tons,24860,11 May 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Industrial Solvent

    Quantity: 5517 Tons

    Price: ₹645/Ton

    Delivery Date: 13 July 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 5517 Tons of Industrial Solvent
    at ₹645 per Ton.

    Delivery shall be completed by 13 July 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Industrial Solvent,5517 Tons,645,13 July 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 2742 Tons

    Price: ₹8312/Ton

    Delivery Date: 17 December 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 2742 Tons of Copper Wire
    at ₹8312 per Ton.

    Delivery shall be completed by 17 December 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Copper Wire,2742 Tons,8312,17 December 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Plastic Granules

    Quantity: 7157 Tons

    Price: ₹40355/Ton

    Delivery Date: 28 September 2026

    Payment Terms: 50% Advance

    Global Minerals agrees to supply 7157 Tons of Plastic Granules
    at ₹40355 per Ton.

    Delivery shall be completed by 28 September 2026.

    Payment Terms: 50% Advance.
    ",Global Minerals,Plastic Granules,7157 Tons,40355,28 September 2026,50% Advance
"
    Supplier: Green Agro Pvt Ltd

    Product: Iron Rods

    Quantity: 2877 Tons

    Price: ₹28026/Ton

    Delivery Date: 14 September 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 2877 Tons of Iron Rods
    at ₹28026 per Ton.

    Delivery shall be completed by 14 September 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Iron Rods,2877 Tons,28026,14 September 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 5226 Tons

    Price: ₹15900/Ton

    Delivery Date: 21 February 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 5226 Tons of Fertilizer
    at ₹15900 per Ton.

    Delivery shall be completed by 21 February 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Fertilizer,5226 Tons,15900,21 February 2026,Net 30 Days
"
    Supplier: ABC Chemicals

    Product: Plastic Granules

    Quantity: 3159 Tons

    Price: ₹28255/Ton

    Delivery Date: 6 August 2026

    Payment Terms: Advance Payment

    ABC Chemicals agrees to supply 3159 Tons of Plastic Granules
    at ₹28255 per Ton.

    Delivery shall be completed by 6 August 2026.

    Payment Terms: Advance Payment.
    ",ABC Chemicals,Plastic Granules,3159 Tons,28255,6 August 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 661 Tons

    Price: ₹39397/Ton

    Delivery Date: 2 May 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 661 Tons of Fertilizer
    at ₹39397 per Ton.

    Delivery shall be completed by 2 May 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Fertilizer,661 Tons,39397,2 May 2026,Net 45 Days
